"api","district","lease_num","lease_name","well_num","well_type","field_num","field_name","field_type","operator_num","operator_name","acres","acre_feet","deliv_mcf","allowable","monthly_allowable","top_allowable","capability","special_daily_amount","special_allowable_code","k2_special_flag","deliverability_mcf","calc_deliv_potential","shut_in_pressure","bottom_hole_pressure","rock_pressure","gas_grav","cond_grav","gor","g1_test","g1_test_gas","_14_b2_flag","_14_b2_code","_14_b2_date","form_lack","exception_g10_test","exception_bhp_test","exception_sip_test","test_type","test_date","effective_date","gas_mcf","condensate_bbls","water_bbls","shut_in_well_head_pressure","gas_gravity","condensate_gravity","flowing_pressure","test_bottom_hole_pressure","test_calc_deliv_potential","gas_condensate_ratio","potential"
"311-33618","01","180331","SBR","193","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",40,0,319,"6758X","6758X",9889,218,0,null,"No",319,0,1710,0,0,0.678,58.6,5260,"11/27/2000","939","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","05/14/2013",null,319,1,1,0,0.649,50.6,120,0,0,319,0
"311-33626","01","183452","SBR","194","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",40,0,41,"899N","899N",3100,29,100,"Administrative","No",41,0,4015,0,0,0.685,56.2,79,"06/25/2001","1056","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","03/22/2013",null,41,1,1,0,0.692,50.6,130,0,0,41,0
"311-33636","01","185089","SBR","197","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",40.02,0,25,"93N","93N",3100,3,100,"Administrative","No",25,0,200,0,0,0.636,0,0,"06/22/2001","1143","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","04/05/2013",null,25,1,1,0,0.692,51.6,100,0,0,25,0
"311-33648","01","185081","SBR","196","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",40,0,40,"527N","527N",3100,17,100,"Administrative","No",40,0,0,0,0,0.64,48.6,232,"07/26/2001","1266","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","03/28/2013",null,40,3,3,0,0.649,49.9,200,0,0,13,0
"311-33689","01","196280","SBR","201","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",40,0,626,"1426X","1426X",19406,46,0,null,"No",626,0,0,0,0,0.635,36.4,94,"07/03/2003","1989","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","04/02/2013",null,626,1,1,0,0.649,49,100,0,0,626,0
"311-33650","01","185082","SBR","198","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",40,0,12,"0N","0N",3100,0,100,"Administrative","No",12,0,0,0,0,0.695,52,122,"07/26/2001","423","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","05/26/2013",null,12,1,1,0,0.649,51.9,100,0,0,12,0
"311-33712","01","199525","SBR","206","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",40,0,87,"217N","217N",3100,7,100,"Administrative","No",87,0,1515,0,0,0.653,50.6,1145,"01/09/2004","687","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","03/16/2013",null,87,1,1,0,0.649,52,280,0,0,87,0
"311-33685","01","196282","SBR","203","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",40,0,27,"558N","558N",3100,18,100,"Administrative","No",27,0,0,0,0,0.635,38.1,62,"07/03/2003","1488","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","05/09/2013",null,27,1,1,0,0.649,51.9,100,0,0,27,0
"311-33698","01","199881","SBR","205","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",40,0,22,"682X","682X",682,22,0,null,"No",22,0,2790,0,0,0.635,58,260,"02/02/2004","2340","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","03/24/2013",null,22,1,1,0,0.649,51.9,150,0,0,22,0
"311-33714","01","199878","SBR","217","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",40,0,48,"31N","31N",3100,1,100,"Administrative","No",48,0,2598,0,0,0.621,60,114,"01/22/2004","1908","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","03/28/2013",null,48,1,1,0,0.649,51.9,390,0,0,48,0
"311-33684","01","196283","SBR","202","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",40,0,61,"992N","992N",3100,32,100,"Administrative","No",61,0,0,0,0,0.813,42.4,14,"06/17/2003","3417","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","03/22/2013",null,61,1,1,0,0.649,50.6,250,0,0,61,0
"311-33726","01","200229","SBR","208","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",40,0,10,"31N","31N",3100,1,100,"Administrative","No",10,0,2715,0,0,0.648,60,284,"03/03/2004","1365","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","04/07/2013",null,10,1,1,0,0.649,51.9,150,0,0,10,0
"311-33713","01","199882","SBR","207","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",40,0,58,"1395N","1395N",3100,45,100,"Administrative","No",58,0,3965,0,0,0.621,60,502,"02/02/2004","3012","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","03/23/2013",null,58,1.3,1,0,0.649,49.8,110,0,0,45,0
"311-33727","01","201560","SBR","210","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",40,0,51,"248N","248N",3100,8,100,"Administrative","No",51,0,2515,0,0,0.656,58,600,"05/10/2004","1800","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","05/16/2013",null,51,1,1,0,0.649,50.8,150,0,0,51,0
"311-33716","01","200423","SBR","209","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",40,0,81,"496N","496N",3100,16,100,"Administrative","No",81,0,3065,0,0,0.648,59,335,"02/17/2004","2010","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","03/21/2013",null,81,1,1,0,0.649,49,100,0,0,81,0
"311-33729","01","204002","SBR","218","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",40,0,86,"620N","620N",3100,20,100,"Administrative","No",86,0,0,0,0,0.676,50,3275,"09/08/2004","1965","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","04/03/2013",null,86,1,1,0,0.649,51.9,450,0,0,86,0
"311-33761","01","205249","SBR","212","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",40,0,69,"1271N","1271N",3100,41,100,"Administrative","No",69,0,3095,0,0,0.685,0,0,"12/07/2004","677","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","03/03/2013",null,69,1,1,0,0.649,51.9,100,0,0,69,0
"311-33728","01","203270","SBR","211","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",40,0,87,"682N","682N",3100,22,100,"Administrative","No",87,0,3565,0,0,0.676,50,137,"07/30/2004","1644","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","05/14/2013",null,87,1,1,0,0.649,50.6,100,0,0,87,0
"311-33805","01","210687","SBR","220","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",40,0,44,"1364N","1364N",3100,44,100,"Administrative","No",44,0,0,0,0,0.666,56.2,321,"07/14/2005","963","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","03/22/2013",null,44,1.3,2,0,0.649,50.6,150,0,0,34,0
"311-33806","01","209845","SBR","221","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",40,0,58,"310N","310N",3100,10,100,"Administrative","No",58,0,2890,0,0,0.669,56.3,170,"06/22/2005","2544","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","05/07/2013",null,58,1,1,0,0.692,56.5,160,0,0,58,0
"311-33847","01","212592","SBR","224","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",40,0,72,"31N","31N",3100,1,100,"Administrative","No",72,0,0,0,0,0.625,59,142,"11/14/2005","855","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","04/09/2013",null,72,1,1,0,0.649,51.9,350,0,0,72,0
"311-33842","01","212618","SBR","223","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",40,0,115,"527X","527X",3565,17,0,null,"No",115,0,1210,0,0,0.625,0,0,"10/25/2005","594","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","03/01/2013",null,115,1,3,0,0.705,51.9,200,0,0,115,0
"311-33841","01","212159","SBR","222","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",40,0,333,"3317X","3317X",10323,107,0,null,"No",333,0,0,0,0,0.625,52.8,27,"10/13/2005","2499","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","05/13/2013",null,333,4.3,13,0,0.649,51.9,350,0,0,77,0
"311-33715","01","198776","SBR","204","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",40,0,29,"403N","403N",3100,13,100,"Administrative","No",29,0,0,0,0,0.651,50.2,162,"01/09/2004","873","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","03/23/2013",null,29,1.4,1,0,0.649,49.8,100,0,0,21,0
"311-33861","01","213479","SBR","199","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",40,0,22,"62N","62N",3100,2,100,"Administrative","No",22,0,2275,0,0,0.625,52.4,8,"01/06/2006","549","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","03/09/2013",null,22,1,1,0,0.649,52.1,300,0,0,22,0
"311-33867","01","214574","SBR","231","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",40,0,1,"31N","31N",3100,1,100,"Administrative","No",1,0,915,0,0,0.625,0,0,"02/12/2006","573","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","05/19/2013",null,1,1,1,0,0.625,51.9,100,0,0,1,0
"311-33917","01","223829","SBR","235","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",40,0,115,"775X","775X",3565,25,0,null,"No",115,0,3215,0,0,0.69,56.7,251,"11/15/2006","1884","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","03/02/2013",null,115,1,1,0,0.649,51.9,200,0,0,115,0
"311-33908","01","221579","SBR","232","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",40,0,194,"1860X","1860X",6014,60,0,null,"No",194,0,2715,0,0,0.65,0,0,"09/29/2006","1293","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","05/08/2013",null,194,1.1,1,0,0.65,51.6,200,0,0,176,0
"311-33998","01","232731","SBR","238","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",40,0,1,"0N","0N",3100,0,100,"Administrative","No",1,0,3265,0,0,0.675,0,0,"11/30/2007","2640","N","Extension to SWR 14(B)(2) is in effect","09/2013",null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","05/19/2013",null,1,1,1,0,0.649,50.8,200,0,0,1,0
"311-33916","01","223697","SBR","234","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",40,0,34,"248N","248N",3100,8,100,"Administrative","No",34,0,2315,0,0,0.68,0,0,"10/28/2006","1326","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","05/05/2013",null,34,1,1,0,0.65,52,200,0,0,34,0
"311-34004","01","232729","SBR","240","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",40,0,171,"2511X","2511X",5301,81,0,null,"No",171,0,1515,0,0,0.705,0,0,"12/10/2007","972","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","04/30/2013",null,171,1,1,0,0.649,46.3,925,0,0,171,0
"311-33997","01","233828","SBR","241","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",40,0,163,"1705X","1705X",5053,55,0,null,"No",163,0,4015,0,0,0.7,0,0,"01/22/2008","3510","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","03/13/2013",null,163,4.7,43,0,0.649,50.3,130,0,0,35,0
"311-34024","01","242977","SBR","242","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",40,0,547,"1333X","1333X",16957,43,0,null,"No",547,0,3815,0,0,0.675,0,0,"03/31/2008","1650","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","03/28/2013",null,547,1,9,0,0.649,51.9,300,0,0,547,0
"311-34022","01","243033","SBR","243","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",40,0,223,"930X","930X",6913,30,0,null,"No",223,0,1615,0,0,0.65,0,0,"03/14/2008","897","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","04/02/2013",null,223,1,2,0,0.649,51.9,800,0,0,223,0
"311-34064","01","241923","SBR","246","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",40,0,141,"806X","806X",4371,26,0,null,"No",141,0,250,0,0,0.672,0,1323,"08/24/2008","2381","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","03/11/2013",null,141,8,1,0,0.649,51.9,300,0,0,18,0
"311-34069","01","243845","SBR","245","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",40,0,1,"0N","0N",3100,0,100,"Administrative","No",1,0,1315,0,0,0.725,47.9,23,"09/07/2008","1883","Y","Extension to SWR 14(B)(2) is in effect","09/2013",null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","05/19/2013",null,1,1,1,0,0.649,50.8,120,0,0,1,0
"311-34099","01","243835","SBR","249","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",40,0,167,"3596X","3596X",5177,116,0,null,"No",167,0,2415,0,0,0.763,59.8,12,"10/29/2008","5132","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","03/22/2013",null,167,9.4,42,0,0.649,50.6,300,0,0,18,0
"311-33081","01","154578","SBR A","3","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",40,0,16,"279N","279N",3100,9,100,"Administrative","No",16,0,3715,0,0,0.642,52,59,"04/01/2000","4164","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","03/31/2013",null,16,1,1,0,0.824,51,100,0,0,16,0
"311-34083","01","243071","SBR","247","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",40,0,309,"2356X","2356X",9579,76,0,null,"No",309,0,2565,0,0,0.7,53.3,85,"09/29/2008","3954","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","03/25/2013",null,309,1,1,0,0.649,53.3,300,0,0,309,0
"311-34108","01","247481","SBR","248","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",40,0,386,"1426X","1426X",11966,46,0,null,"No",386,0,350,0,0,0.808,53.5,26,"12/11/2008","357","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","03/13/2013",null,386,8.6,23,0,0.63,63.7,300,0,0,45,0
"311-33098","01","156052","SBR B","12","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",40,0,1,"0N","0N",3100,0,100,"Administrative","No",1,0,200,0,0,0.67,53.5,50,"04/01/2000","1836","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","05/19/2013",null,1,1,1,0,0.692,50,100,0,0,1,0
"311-33181","01","158595","SBR A","57","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",40,0,67,"651N","651N",3100,21,100,"Administrative","No",67,0,1375,0,0,0.672,55.4,45,"04/01/2000","2661","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","03/21/2013",null,67,1,5,0,0.692,49,100,0,0,67,0
"311-33280","01","161148","SWR","5","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",80,0,27,"155N","155N",3100,5,100,"Administrative","No",27,0,2400,0,0,0.685,53.6,249,"04/01/2000","540","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","05/15/2013",null,27,1,2,0,0.692,54.3,100,0,0,27,0
"311-33261","01","161147","SWR","3","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",80,0,93,"682N","682N",3100,22,100,"Administrative","No",93,0,2800,0,0,0.67,50.3,480,"04/01/2000","1440","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","03/19/2013",null,93,1,12,0,0.692,54.3,200,0,0,93,0
"311-34460","01","263799","SIDDONS OL","3H","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",320,0,1810,"32612X","32612X",56110,1052,0,null,"No",1810,0,5500,0,0,0.677,0,0,"08/11/2011","6642","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Exception","Survey","03/01/2013",null,1810,18.8,225,5500,0.677,50,2650,0,0,96,0
"311-33182","01","158721","SBR B","56","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",40,0,32,"93N","93N",3100,3,100,"Administrative","No",32,0,1100,0,0,0.672,50.5,22,"04/01/2000","1329","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","04/28/2013",null,32,1,1,0,0.78,50.8,100,0,0,32,0
